Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,France,Germany,Spain
-2.396864317347484,1.7249824903546462,4.165062177905679,1.4147146675051097,-2.055504796710826,3.271508987919576,-1.2586013986013984,0,1,0
2.358556758679488,7.345795322045507,-4.730419455020545,1.4147146675051097,1.9469926438771092,-2.5511465257387824,-1.2586013986013984,1,0,0
1.1697014896727451,3.633465676737973,-4.730419455020545,1.4147146675051097,1.9469926438771092,-5.575084697540854,4.864324324324325,0,1,0
4.736267296692975,2.5384677317082827,4.165062177905679,-3.410003789314134,1.9469926438771092,0.1090378394118089,-1.2586013986013984,0,1,0
-2.396864317347484,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,5.659357855739271,-1.2586013986013984,1,0,0
3.5474120276862324,1.3259968083905191,-4.730419455020545,1.4147146675051097,1.9469926438771092,4.515802199310434,-1.2586013986013984,0,1,0
-3.585719586354227,1.7112021797396568,4.165062177905679,-3.410003789314134,1.9469926438771092,-4.575157189831518,-1.2586013986013984,0,1,0
-3.585719586354227,-0.314717922620679,-4.730419455020545,1.4147146675051097,1.9469926438771092,0.5352225741387422,4.864324324324325,1,0,0
1.1697014896727451,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,-5.070010399347919,-1.2586013986013984,1,0,0
3.5474120276862324,-4.905018017191244,4.165062177905679,-3.410003789314134,1.9469926438771092,-5.396088748670151,-1.2586013986013984,1,0,0
-0.0191537793339976,6.378280866473097,-4.730419455020545,1.4147146675051097,1.9469926438771092,3.3334974341850274,-1.2586013986013984,0,1,0
3.5474120276862324,1.2216730502738344,-4.730419455020545,1.4147146675051097,1.9469926438771092,-0.8013654704851525,-1.2586013986013984,1,0,0
2.358556758679488,2.680900337040905,-4.730419455020545,1.4147146675051097,1.9469926438771092,4.973618355089945,-1.2586013986013984,1,0,0
-4.77457485536097,-4.905018017191244,-4.730419455020545,1.4147146675051097,-2.055504796710826,-5.025728459517572,4.864324324324325,0,0,1
-2.396864317347484,3.1889931850963023,-4.730419455020545,1.4147146675051097,1.9469926438771092,3.1199788615904005,-1.2586013986013984,1,0,0
3.5474120276862324,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,2.3267663165197288,-1.2586013986013984,0,0,1
1.1697014896727451,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,1.46153593843565,-1.2586013986013984,1,0,0
3.5474120276862324,-4.905018017191244,4.165062177905679,-3.410003789314134,-2.055504796710826,-0.5141405205313274,-1.2586013986013984,0,0,1
-1.2080090483407404,3.711361556573968,-4.730419455020545,-3.410003789314134,1.9469926438771092,3.036914054233295,-1.2586013986013984,1,0,0
-3.585719586354227,-4.905018017191244,4.165062177905679,-3.410003789314134,-2.055504796710826,-2.890580109419019,-1.2586013986013984,1,0,0
-4.77457485536097,1.6969846136030264,-4.730419455020545,1.4147146675051097,1.9469926438771092,4.239547663496129,-1.2586013986013984,1,0,0
-0.0191537793339976,2.8454809970948385,-4.730419455020545,1.4147146675051097,-2.055504796710826,2.2862346210218325,-1.2586013986013984,0,0,1
-2.396864317347484,4.065590046689735,-4.730419455020545,1.4147146675051097,-2.055504796710826,-0.0014909819780661,-1.2586013986013984,1,0,0
4.736267296692975,2.828733273455227,-4.730419455020545,1.4147146675051097,-2.055504796710826,5.075142008526409,-1.2586013986013984,1,0,0
-0.0191537793339976,6.557456458990144,-4.730419455020545,-3.410003789314134,1.9469926438771092,-4.860988382367464,-1.2586013986013984,0,0,1
-3.585719586354227,2.8610605594439407,-4.730419455020545,-3.410003789314134,1.9469926438771092,4.860175423251095,-1.2586013986013984,0,1,0
4.736267296692975,-4.905018017191244,13.060543810831902,-3.410003789314134,1.9469926438771092,-1.6088085681537792,4.864324324324325,0,0,1
4.736267296692975,3.943719398361488,-4.730419455020545,1.4147146675051097,-2.055504796710826,4.5820973077702325,4.864324324324325,1,0,0
4.736267296692975,-4.905018017191244,4.165062177905679,-3.410003789314134,1.9469926438771092,-1.611676260211241,-1.2586013986013984,1,0,0
-3.585719586354227,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,-3.0167151557371223,-1.2586013986013984,1,0,0
1.1697014896727451,-4.905018017191244,4.165062177905679,-3.410003789314134,1.9469926438771092,5.239629497286338,-1.2586013986013984,1,0,0
4.736267296692975,4.320953711025998,4.165062177905679,-3.410003789314134,-2.055504796710826,5.620285626810874,-1.2586013986013984,1,0,0
-1.2080090483407404,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,2.4164828190969403,-1.2586013986013984,1,0,0
1.1697014896727451,1.1879097115410004,4.165062177905679,1.4147146675051097,1.9469926438771092,-5.37980131877557,-1.2586013986013984,0,1,0
-4.77457485536097,-4.905018017191244,-4.730419455020545,1.4147146675051097,-2.055504796710826,-3.3067577623393776,-1.2586013986013984,1,0,0
4.736267296692975,3.510515734957195,4.165062177905679,1.4147146675051097,1.9469926438771092,-2.53226388577328,-1.2586013986013984,0,1,0
-5.963430124367713,3.847776907717773,-4.730419455020545,1.4147146675051097,-2.055504796710826,-1.1720983124423396,-1.2586013986013984,1,0,0
2.358556758679488,4.210140024857636,-4.730419455020545,1.4147146675051097,1.9469926438771092,1.5047635176587884,-1.2586013986013984,1,0,0
2.358556758679488,-4.905018017191244,4.165062177905679,-3.410003789314134,-2.055504796710826,-5.369841861033015,-1.2586013986013984,1,0,0
5.925122565699718,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,3.438423495435726,-1.2586013986013984,1,0,0
1.1697014896727451,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,-2.0179836751545484,-1.2586013986013984,1,0,0
3.5474120276862324,4.726491786116324,-4.730419455020545,-3.410003789314134,-2.055504796710826,3.0169016991289057,-1.2586013986013984,0,1,0
-3.585719586354227,1.6055312367168293,4.165062177905679,1.4147146675051097,1.9469926438771092,-3.8901869082415423,-1.2586013986013984,0,1,0
1.1697014896727451,3.801699577696569,4.165062177905679,1.4147146675051097,1.9469926438771092,1.3322179166995516,-1.2586013986013984,1,0,0
3.5474120276862324,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,-2.322085628858788,-1.2586013986013984,1,0,0
-4.77457485536097,1.434423298360472,4.165062177905679,-3.410003789314134,-2.055504796710826,-0.4723060958898173,-1.2586013986013984,0,1,0
-2.396864317347484,4.0560592930516295,4.165062177905679,1.4147146675051097,-2.055504796710826,2.88117251383781,-1.2586013986013984,1,0,0
-1.2080090483407404,2.069590071054652,-4.730419455020545,1.4147146675051097,1.9469926438771092,5.5833203105881415,-1.2586013986013984,1,0,0
-3.585719586354227,-4.905018017191244,-4.730419455020545,1.4147146675051097,-2.055504796710826,-3.02351575151182,4.864324324324325,1,0,0
-3.585719586354227,0.2765075680129462,-4.730419455020545,-3.410003789314134,-2.055504796710826,3.047556525450963,-1.2586013986013984,0,0,1
-4.77457485536097,4.223237727441787,4.165062177905679,-3.410003789314134,1.9469926438771092,-0.5403494294844998,-1.2586013986013984,0,1,0
-1.2080090483407404,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,-5.325635878570596,-1.2586013986013984,1,0,0
1.1697014896727451,-4.905018017191244,-4.730419455020545,-3.410003789314134,-2.055504796710826,3.1504009931186427,-1.2586013986013984,1,0,0
3.5474120276862324,5.9187517159927365,-4.730419455020545,1.4147146675051097,-2.055504796710826,-0.8946302672499251,4.864324324324325,0,1,0
1.1697014896727451,-4.905018017191244,-4.730419455020545,-3.410003789314134,-2.055504796710826,-0.477734033515504,4.864324324324325,0,0,1
-0.0191537793339976,2.319105201300287,-4.730419455020545,-3.410003789314134,1.9469926438771092,-2.312168972490224,-1.2586013986013984,0,0,1
-2.396864317347484,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,-3.096384789315036,-1.2586013986013984,0,0,1
