0,1,2,3,4,5,6,7,8,9
-4.77457485536097,0.5242640166244139,4.165062177905679,-3.410003789314134,-2.055504796710826,0.2438886922816867,-1.2586013986013984,1.0,0.0,0.0
-4.77457485536097,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,0.1614906218208495,-1.2586013986013984,1.0,0.0,0.0
5.925122565699718,2.733323345869534,-4.730419455020545,1.4147146675051097,-2.055504796710826,4.13551319706422,-1.2586013986013984,0.0,1.0,0.0
1.1697014896727451,2.0265426191325893,4.165062177905679,-3.410003789314134,1.9469926438771092,4.197977883969864,-1.2586013986013984,0.0,1.0,0.0
3.5474120276862324,3.279525685110709,4.165062177905679,-3.410003789314134,-2.055504796710826,-5.991539655137781,-1.2586013986013984,0.0,0.0,1.0
-3.585719586354227,0.0276486430346906,-4.730419455020545,1.4147146675051097,1.9469926438771092,-2.7377804099401666,-1.2586013986013984,0.0,0.0,1.0
3.5474120276862324,1.7150338002901115,-4.730419455020545,1.4147146675051097,-2.055504796710826,-2.3545067654033307,-1.2586013986013984,1.0,0.0,0.0
-5.963430124367713,3.130545194440772,-4.730419455020545,-3.410003789314134,1.9469926438771092,-3.988858543363132,-1.2586013986013984,1.0,0.0,0.0
3.5474120276862324,1.944585865482955,-4.730419455020545,1.4147146675051097,1.9469926438771092,2.9333317149914437,-1.2586013986013984,0.0,0.0,1.0
-3.585719586354227,2.6576942398717955,4.165062177905679,1.4147146675051097,1.9469926438771092,-5.000992882367729,-1.2586013986013984,0.0,1.0,0.0
-5.963430124367713,2.820266357993482,-4.730419455020545,-3.410003789314134,-2.055504796710826,3.524009364004587,4.864324324324325,1.0,0.0,0.0
-1.2080090483407404,-4.905018017191244,4.165062177905679,1.4147146675051097,-2.055504796710826,-1.800131915570425,-1.2586013986013984,0.0,0.0,1.0
1.1697014896727451,-4.905018017191244,4.165062177905679,-3.410003789314134,1.9469926438771092,5.239629497286338,-1.2586013986013984,1.0,0.0,0.0
-3.585719586354227,-4.905018017191244,4.165062177905679,1.4147146675051097,1.9469926438771092,3.912413747894179,-1.2586013986013984,0.0,0.0,1.0
-0.0191537793339976,-4.905018017191244,-4.730419455020545,-3.410003789314134,1.9469926438771092,-3.5404369877567325,-1.2586013986013984,1.0,0.0,0.0
-4.77457485536097,3.735579974332203,-4.730419455020545,-3.410003789314134,-2.055504796710826,4.680296922105404,-1.2586013986013984,0.0,0.0,1.0
3.5474120276862324,4.058784573416256,-4.730419455020545,-3.410003789314134,1.9469926438771092,-1.55775014599887,-1.2586013986013984,0.0,0.0,1.0
-2.396864317347484,2.859223957459085,-4.730419455020545,1.4147146675051097,-2.055504796710826,5.443088541320344,4.864324324324325,0.0,1.0,0.0
-3.585719586354227,2.249036774874511,-4.730419455020545,1.4147146675051097,-2.055504796710826,-1.8617224899086269,-1.2586013986013984,0.0,0.0,1.0
4.736267296692975,3.2873286676669893,4.165062177905679,-3.410003789314134,1.9469926438771092,-4.940572413197392,-1.2586013986013984,0.0,1.0,0.0
